protocol, transport, type, dst_port, src_ip, src_port, timestamp
smbd, tcp, accept, 445, 201.65.241.162, 55301, 2022-05-07T17:20:37.301000,
smbd, tcp, accept, 445, 201.65.241.162, 55379, 2022-05-07T17:20:46.272106,
smbd, tcp, accept, 445, 201.65.241.162, 55359, 2022-05-07T17:20:44.683356,
smbd, tcp, accept, 445, 201.65.241.162, 55422, 2022-05-07T17:20:50.580821,
smbd, tcp, accept, 445, 201.65.241.162, 55412, 2022-05-07T17:20:49.516466,
smbd, tcp, accept, 445, 201.65.241.162, 55383, 2022-05-07T17:20:46.818616,
smbd, tcp, accept, 445, 201.65.241.162, 55391, 2022-05-07T17:20:47.879060,
smbd, tcp, accept, 445, 201.65.241.162, 55442, 2022-05-07T17:20:52.543068,
smbd, tcp, accept, 445, 201.65.241.162, 55433, 2022-05-07T17:20:51.997255,
smbd, tcp, accept, 445, 201.65.241.162, 55397, 2022-05-07T17:20:48.455990,
smbd, tcp, accept, 445, 201.65.241.162, 55452, 2022-05-07T17:20:53.631169,
smbd, tcp, accept, 445, 201.65.241.162, 55416, 2022-05-07T17:20:50.047465,
smbd, tcp, accept, 445, 201.65.241.162, 55356, 2022-05-07T17:20:44.147762,
smbd, tcp, accept, 445, 201.65.241.162, 55389, 2022-05-07T17:20:47.354955,
smbd, tcp, accept, 445, 201.65.241.162, 55370, 2022-05-07T17:20:45.748837,
smbd, tcp, accept, 445, 201.65.241.162, 55364, 2022-05-07T17:20:45.217804,
smbd, tcp, accept, 445, 201.65.241.162, 55403, 2022-05-07T17:20:48.993065,
smbd, tcp, accept, 445, 201.65.241.162, 55447, 2022-05-07T17:20:53.099659,
smbd, tcp, accept, 445, 201.65.241.162, 55456, 2022-05-07T17:20:54.184178,
smbd, tcp, accept, 445, 178.22.123.161, 59549, 2022-05-07T17:23:49.387550,
smbd, tcp, accept, 445, 201.65.241.162, 58561, 2022-05-07T17:26:40.613191,
smbd, tcp, accept, 445, 201.65.241.162, 58563, 2022-05-07T17:26:40.834300,
smbd, tcp, accept, 445, 201.65.241.162, 58655, 2022-05-07T17:26:51.761383,
smbd, tcp, accept, 445, 201.65.241.162, 58664, 2022-05-07T17:26:52.436356,
smbd, tcp, accept, 445, 201.65.241.162, 58668, 2022-05-07T17:26:53.113351,
smbd, tcp, accept, 445, 201.65.241.162, 58674, 2022-05-07T17:26:53.799721,
smbd, tcp, accept, 445, 201.65.241.162, 58681, 2022-05-07T17:26:54.487505,
smbd, tcp, accept, 445, 201.65.241.162, 58687, 2022-05-07T17:26:55.171764,
smbd, tcp, accept, 445, 201.65.241.162, 58696, 2022-05-07T17:26:55.844142,
smbd, tcp, accept, 445, 201.65.241.162, 58703, 2022-05-07T17:26:56.519039,
smbd, tcp, accept, 445, 201.65.241.162, 58708, 2022-05-07T17:26:57.201087,
smbd, tcp, accept, 445, 201.65.241.162, 58715, 2022-05-07T17:26:57.907148,
smbd, tcp, accept, 445, 201.65.241.162, 58723, 2022-05-07T17:26:58.596244,
smbd, tcp, accept, 445, 201.65.241.162, 58728, 2022-05-07T17:26:59.281283,
smbd, tcp, accept, 445, 201.65.241.162, 58734, 2022-05-07T17:26:59.975465,
smbd, tcp, accept, 445, 201.65.241.162, 58742, 2022-05-07T17:27:00.649035,
smbd, tcp, accept, 445, 201.65.241.162, 58748, 2022-05-07T17:27:01.324032,
smbd, tcp, accept, 445, 201.65.241.162, 58756, 2022-05-07T17:27:02.000883,
smbd, tcp, accept, 445, 201.65.241.162, 58763, 2022-05-07T17:27:02.676601,
smbd, tcp, accept, 445, 201.65.241.162, 58769, 2022-05-07T17:27:03.349397,
smbd, tcp, accept, 445, 201.65.241.162, 58775, 2022-05-07T17:27:04.062593,
smbd, tcp, accept, 445, 201.65.241.162, 58784, 2022-05-07T17:27:04.742847,
smbd, tcp, accept, 445, 201.65.241.162, 58789, 2022-05-07T17:27:05.422395,
smbd, tcp, accept, 445, 201.65.241.162, 58796, 2022-05-07T17:27:06.094590,
smbd, tcp, accept, 445, 201.65.241.162, 58802, 2022-05-07T17:27:06.779035,
smbd, tcp, accept, 445, 201.65.241.162, 58812, 2022-05-07T17:27:07.461320,
smbd, tcp, accept, 445, 201.65.241.162, 58816, 2022-05-07T17:27:08.134456,
smbd, tcp, accept, 445, 201.65.241.162, 58823, 2022-05-07T17:27:08.812068,
smbd, tcp, accept, 445, 201.65.241.162, 58829, 2022-05-07T17:27:09.485076,
smbd, tcp, accept, 445, 201.65.241.162, 58835, 2022-05-07T17:27:10.158907,
smbd, tcp, accept, 445, 201.65.241.162, 58844, 2022-05-07T17:27:10.840183,
smbd, tcp, accept, 445, 201.65.241.162, 58848, 2022-05-07T17:27:11.512757,
smbd, tcp, accept, 445, 201.65.241.162, 58855, 2022-05-07T17:27:12.186375,
smbd, tcp, accept, 445, 201.65.241.162, 58861, 2022-05-07T17:27:12.862140,
smbd, tcp, accept, 445, 201.65.241.162, 58872, 2022-05-07T17:27:13.542498,
smbd, tcp, accept, 445, 201.65.241.162, 58876, 2022-05-07T17:27:14.214640,
smbd, tcp, accept, 445, 201.65.241.162, 58882, 2022-05-07T17:27:14.888321,
smbd, tcp, accept, 445, 201.65.241.162, 58888, 2022-05-07T17:27:15.560609,
smbd, tcp, accept, 445, 201.65.241.162, 58894, 2022-05-07T17:27:16.239151,
smbd, tcp, accept, 445, 201.65.241.162, 58903, 2022-05-07T17:27:16.913076,
smbd, tcp, accept, 445, 201.65.241.162, 58907, 2022-05-07T17:27:17.588289,
smbd, tcp, accept, 445, 201.65.241.162, 58915, 2022-05-07T17:27:18.262263,
smbd, tcp, accept, 445, 201.65.241.162, 58921, 2022-05-07T17:27:18.942743,
smbd, tcp, accept, 445, 201.65.241.162, 58931, 2022-05-07T17:27:19.618644,
smbd, tcp, accept, 445, 201.65.241.162, 58934, 2022-05-07T17:27:20.291642,
smbd, tcp, accept, 445, 201.65.241.162, 58940, 2022-05-07T17:27:20.965513,
smbd, tcp, accept, 445, 201.65.241.162, 58946, 2022-05-07T17:27:21.639640,
smbd, tcp, accept, 445, 201.65.241.162, 58953, 2022-05-07T17:27:22.314625,
smbd, tcp, accept, 445, 201.65.241.162, 58962, 2022-05-07T17:27:22.987510,
smbd, tcp, accept, 445, 201.65.241.162, 58967, 2022-05-07T17:27:23.660040,
smbd, tcp, accept, 445, 201.65.241.162, 58973, 2022-05-07T17:27:24.332107,
smbd, tcp, accept, 445, 201.65.241.162, 58979, 2022-05-07T17:27:25.038578,
smbd, tcp, accept, 445, 201.65.241.162, 58988, 2022-05-07T17:27:25.721862,
smbd, tcp, accept, 445, 201.65.241.162, 58992, 2022-05-07T17:27:26.393239,
smbd, tcp, accept, 445, 201.65.241.162, 58998, 2022-05-07T17:27:27.066327,
smbd, tcp, accept, 445, 201.65.241.162, 59006, 2022-05-07T17:27:27.738273,
smbd, tcp, accept, 445, 201.65.241.162, 59012, 2022-05-07T17:27:28.422477,
smbd, tcp, accept, 445, 201.65.241.162, 59019, 2022-05-07T17:27:29.104775,
smbd, tcp, accept, 445, 201.65.241.162, 59027, 2022-05-07T17:27:29.780935,
smbd, tcp, accept, 445, 201.65.241.162, 59032, 2022-05-07T17:27:30.484960,
smbd, tcp, accept, 445, 201.65.241.162, 59038, 2022-05-07T17:27:31.159299,
smbd, tcp, accept, 445, 201.65.241.162, 59047, 2022-05-07T17:27:31.831608,
smbd, tcp, accept, 445, 201.65.241.162, 59053, 2022-05-07T17:27:32.505240,
smbd, tcp, accept, 445, 201.65.241.162, 59058, 2022-05-07T17:27:33.179287,
smbd, tcp, accept, 445, 201.65.241.162, 59065, 2022-05-07T17:27:33.851647,
smbd, tcp, accept, 445, 201.65.241.162, 59071, 2022-05-07T17:27:34.567105,
smbd, tcp, accept, 445, 201.65.241.162, 59080, 2022-05-07T17:27:35.254031,
smbd, tcp, accept, 445, 201.65.241.162, 59086, 2022-05-07T17:27:35.943896,
smbd, tcp, accept, 445, 201.65.241.162, 59092, 2022-05-07T17:27:36.618104,
smbd, tcp, accept, 445, 201.65.241.162, 59098, 2022-05-07T17:27:37.314761,
smbd, tcp, accept, 445, 201.65.241.162, 59105, 2022-05-07T17:27:37.986578,
smbd, tcp, accept, 445, 201.65.241.162, 59110, 2022-05-07T17:27:38.674429,
smbd, tcp, accept, 445, 201.65.241.162, 59118, 2022-05-07T17:27:39.346460,
smbd, tcp, accept, 445, 201.65.241.162, 59125, 2022-05-07T17:27:40.020392,
smbd, tcp, accept, 445, 201.65.241.162, 59135, 2022-05-07T17:27:40.694248,
smbd, tcp, accept, 445, 201.65.241.162, 59140, 2022-05-07T17:27:41.368309,
smbd, tcp, accept, 445, 201.65.241.162, 59147, 2022-05-07T17:27:42.057080,
smbd, tcp, accept, 445, 201.65.241.162, 59152, 2022-05-07T17:27:42.734337,
smbd, tcp, accept, 445, 201.65.241.162, 59158, 2022-05-07T17:27:43.407984,
smbd, tcp, accept, 445, 201.65.241.162, 59168, 2022-05-07T17:27:44.083058,
smbd, tcp, accept, 445, 201.65.241.162, 59173, 2022-05-07T17:27:44.756157,
smbd, tcp, accept, 445, 201.65.241.162, 59180, 2022-05-07T17:27:45.438761,
smbd, tcp, accept, 445, 201.65.241.162, 59185, 2022-05-07T17:27:46.147185,
smbd, tcp, accept, 445, 201.65.241.162, 59194, 2022-05-07T17:27:46.821055,
smbd, tcp, accept, 445, 201.65.241.162, 59199, 2022-05-07T17:27:47.495396,
smbd, tcp, accept, 445, 201.65.241.162, 59206, 2022-05-07T17:27:48.168177,
smbd, tcp, accept, 445, 201.65.241.162, 59211, 2022-05-07T17:27:48.845717,
smbd, tcp, accept, 445, 201.65.241.162, 59217, 2022-05-07T17:27:49.517951,
smbd, tcp, accept, 445, 201.65.241.162, 59227, 2022-05-07T17:27:50.190331,
smbd, tcp, accept, 445, 201.65.241.162, 59231, 2022-05-07T17:27:50.864297,
smbd, tcp, accept, 445, 201.65.241.162, 59238, 2022-05-07T17:27:51.537989,
smbd, tcp, accept, 445, 201.65.241.162, 59244, 2022-05-07T17:27:52.210807,
smbd, tcp, accept, 445, 201.65.241.162, 59254, 2022-05-07T17:27:52.884178,
smbd, tcp, accept, 445, 201.65.241.162, 59258, 2022-05-07T17:27:53.556960,
smbd, tcp, accept, 445, 201.65.241.162, 59265, 2022-05-07T17:27:54.229009,
smbd, tcp, accept, 445, 201.65.241.162, 59269, 2022-05-07T17:27:54.902660,
smbd, tcp, accept, 445, 201.65.241.162, 59274, 2022-05-07T17:27:55.575366,
smbd, tcp, accept, 445, 201.65.241.162, 59282, 2022-05-07T17:27:56.280157,
smbd, tcp, accept, 445, 201.65.241.162, 59290, 2022-05-07T17:27:56.957577,
smbd, tcp, accept, 445, 201.65.241.162, 59294, 2022-05-07T17:27:57.630189,
smbd, tcp, accept, 445, 201.65.241.162, 59300, 2022-05-07T17:27:58.303134,
smbd, tcp, accept, 445, 201.65.241.162, 59309, 2022-05-07T17:27:58.976462,
smbd, tcp, accept, 445, 201.65.241.162, 59313, 2022-05-07T17:27:59.648597,
smbd, tcp, accept, 445, 201.65.241.162, 59320, 2022-05-07T17:28:00.319267,
smbd, tcp, accept, 445, 201.65.241.162, 59326, 2022-05-07T17:28:00.991416,
smbd, tcp, accept, 445, 201.65.241.162, 59332, 2022-05-07T17:28:01.694691,
smbd, tcp, accept, 445, 201.65.241.162, 59342, 2022-05-07T17:28:02.396289,
smbd, tcp, accept, 445, 201.65.241.162, 59350, 2022-05-07T17:28:03.071098,
smbd, tcp, accept, 445, 201.65.241.162, 59355, 2022-05-07T17:28:03.755743,
smbd, tcp, accept, 445, 201.65.241.162, 59360, 2022-05-07T17:28:04.428046,
smbd, tcp, accept, 445, 201.65.241.162, 59368, 2022-05-07T17:28:05.100619,
smbd, tcp, accept, 445, 201.65.241.162, 59374, 2022-05-07T17:28:05.787008,
smbd, tcp, accept, 445, 201.65.241.162, 59379, 2022-05-07T17:28:06.464769,
smbd, tcp, accept, 445, 201.65.241.162, 59386, 2022-05-07T17:28:07.138893,
smbd, tcp, accept, 445, 201.65.241.162, 59392, 2022-05-07T17:28:07.814767,
smbd, tcp, accept, 445, 201.65.241.162, 59401, 2022-05-07T17:28:08.488850,
smbd, tcp, accept, 445, 201.65.241.162, 59408, 2022-05-07T17:28:09.177461,
smbd, tcp, accept, 445, 201.65.241.162, 59412, 2022-05-07T17:28:09.859003,
smbd, tcp, accept, 445, 201.65.241.162, 59417, 2022-05-07T17:28:10.531963,
smbd, tcp, accept, 445, 201.65.241.162, 59427, 2022-05-07T17:28:11.205131,
smbd, tcp, accept, 445, 201.65.241.162, 59433, 2022-05-07T17:28:11.919649,
smbd, tcp, accept, 445, 201.65.241.162, 59440, 2022-05-07T17:28:12.591604,
smbd, tcp, accept, 445, 201.65.241.162, 59446, 2022-05-07T17:28:13.271222,
smbd, tcp, accept, 445, 201.65.241.162, 59456, 2022-05-07T17:28:13.943677,
smbd, tcp, accept, 445, 201.65.241.162, 59460, 2022-05-07T17:28:14.616119,
smbd, tcp, accept, 445, 201.65.241.162, 59467, 2022-05-07T17:28:15.290679,
smbd, tcp, accept, 445, 201.65.241.162, 59473, 2022-05-07T17:28:15.962981,
smbd, tcp, accept, 445, 201.65.241.162, 59479, 2022-05-07T17:28:16.634596,
smbd, tcp, accept, 445, 201.65.241.162, 59487, 2022-05-07T17:28:17.307873,
smbd, tcp, accept, 445, 201.65.241.162, 59494, 2022-05-07T17:28:17.981197,
smbd, tcp, accept, 445, 201.65.241.162, 59500, 2022-05-07T17:28:18.652601,
smbd, tcp, accept, 445, 201.65.241.162, 59505, 2022-05-07T17:28:19.325694,
smbd, tcp, accept, 445, 201.65.241.162, 59514, 2022-05-07T17:28:19.997090,
smbd, tcp, accept, 445, 201.65.241.162, 59519, 2022-05-07T17:28:20.670924,
smbd, tcp, accept, 445, 201.65.241.162, 59526, 2022-05-07T17:28:21.349340,
smbd, tcp, accept, 445, 201.65.241.162, 59531, 2022-05-07T17:28:22.022027,
smbd, tcp, accept, 445, 201.65.241.162, 59538, 2022-05-07T17:28:22.694892,
smbd, tcp, accept, 445, 201.65.241.162, 59546, 2022-05-07T17:28:23.371921,
smbd, tcp, accept, 445, 201.65.241.162, 59551, 2022-05-07T17:28:24.050407,
smbd, tcp, accept, 445, 201.65.241.162, 59559, 2022-05-07T17:28:24.733517,
smbd, tcp, accept, 445, 201.65.241.162, 59564, 2022-05-07T17:28:25.406503,
smbd, tcp, accept, 445, 201.65.241.162, 59573, 2022-05-07T17:28:26.090870,
smbd, tcp, accept, 445, 201.65.241.162, 59579, 2022-05-07T17:28:26.766460,
smbd, tcp, accept, 445, 201.65.241.162, 59586, 2022-05-07T17:28:27.439698,
smbd, tcp, accept, 445, 201.65.241.162, 59590, 2022-05-07T17:28:28.115898,
smbd, tcp, accept, 445, 201.65.241.162, 59597, 2022-05-07T17:28:28.789488,
smbd, tcp, accept, 445, 201.65.241.162, 59606, 2022-05-07T17:28:29.471023,
smbd, tcp, accept, 445, 201.65.241.162, 59611, 2022-05-07T17:28:30.150531,
smbd, tcp, accept, 445, 201.65.241.162, 59619, 2022-05-07T17:28:30.834404,
smbd, tcp, accept, 445, 201.65.241.162, 59624, 2022-05-07T17:28:31.515252,
smbd, tcp, accept, 445, 201.65.241.162, 59634, 2022-05-07T17:28:32.193601,
smbd, tcp, accept, 445, 201.65.241.162, 59637, 2022-05-07T17:28:32.869486,
smbd, tcp, accept, 445, 201.65.241.162, 59645, 2022-05-07T17:28:33.577596,
smbd, tcp, accept, 445, 201.65.241.162, 59651, 2022-05-07T17:28:34.265853,
smbd, tcp, accept, 445, 201.65.241.162, 59656, 2022-05-07T17:28:34.947860,
smbd, tcp, accept, 445, 201.65.241.162, 59666, 2022-05-07T17:28:35.621673,
smbd, tcp, accept, 445, 201.65.241.162, 59674, 2022-05-07T17:28:36.293375,
smbd, tcp, accept, 445, 201.65.241.162, 59678, 2022-05-07T17:28:36.973277,
smbd, tcp, accept, 445, 201.65.241.162, 59684, 2022-05-07T17:28:37.659438,
smbd, tcp, accept, 445, 201.65.241.162, 59693, 2022-05-07T17:28:38.338261,
smbd, tcp, accept, 445, 201.65.241.162, 59699, 2022-05-07T17:28:39.029216,
smbd, tcp, accept, 445, 201.65.241.162, 59705, 2022-05-07T17:28:39.708170,
smbd, tcp, accept, 445, 201.65.241.162, 59712, 2022-05-07T17:28:40.388230,
smbd, tcp, accept, 445, 201.65.241.162, 59718, 2022-05-07T17:28:41.072943,
smbd, tcp, accept, 445, 201.65.241.162, 59726, 2022-05-07T17:28:41.760025,
smbd, tcp, accept, 445, 201.65.241.162, 59733, 2022-05-07T17:28:42.444939,
smbd, tcp, accept, 445, 201.65.241.162, 59738, 2022-05-07T17:28:43.178875,
smbd, tcp, accept, 445, 201.65.241.162, 59744, 2022-05-07T17:28:43.864265,
smbd, tcp, accept, 445, 201.65.241.162, 59758, 2022-05-07T17:28:44.553519,
smbd, tcp, accept, 445, 201.65.241.162, 59764, 2022-05-07T17:28:45.229482,
smbd, tcp, accept, 445, 201.65.241.162, 59771, 2022-05-07T17:28:45.901610,
smbd, tcp, accept, 445, 201.65.241.162, 59776, 2022-05-07T17:28:46.576191,
smbd, tcp, accept, 445, 201.65.241.162, 59785, 2022-05-07T17:28:47.251389,
smbd, tcp, accept, 445, 201.65.241.162, 59790, 2022-05-07T17:28:47.951346,
smbd, tcp, accept, 445, 201.65.241.162, 59797, 2022-05-07T17:28:48.629127,
smbd, tcp, accept, 445, 201.65.241.162, 59802, 2022-05-07T17:28:49.306473,
smbd, tcp, accept, 445, 201.65.241.162, 59809, 2022-05-07T17:28:49.978928,
smbd, tcp, accept, 445, 201.65.241.162, 59818, 2022-05-07T17:28:50.651148,
smbd, tcp, accept, 445, 201.65.241.162, 59823, 2022-05-07T17:28:51.322954,
smbd, tcp, accept, 445, 201.65.241.162, 59830, 2022-05-07T17:28:51.996203,
smbd, tcp, accept, 445, 201.65.241.162, 59834, 2022-05-07T17:28:52.668473,
smbd, tcp, accept, 445, 201.65.241.162, 59843, 2022-05-07T17:28:53.382393,
smbd, tcp, accept, 445, 201.65.241.162, 59846, 2022-05-07T17:28:54.073531,
smbd, tcp, accept, 445, 201.65.241.162, 59854, 2022-05-07T17:28:54.766812,
smbd, tcp, accept, 445, 201.65.241.162, 59860, 2022-05-07T17:28:55.459969,
smbd, tcp, accept, 445, 201.65.241.162, 59866, 2022-05-07T17:28:56.162803,
smbd, tcp, accept, 445, 201.65.241.162, 59875, 2022-05-07T17:28:56.837678,
smbd, tcp, accept, 445, 201.65.241.162, 59882, 2022-05-07T17:28:57.519078,
smbd, tcp, accept, 445, 201.65.241.162, 59887, 2022-05-07T17:28:58.192008,
smbd, tcp, accept, 445, 201.65.241.162, 59892, 2022-05-07T17:28:58.876434,
smbd, tcp, accept, 445, 201.65.241.162, 59902, 2022-05-07T17:28:59.598791,
smbd, tcp, accept, 445, 201.65.241.162, 59908, 2022-05-07T17:29:00.289340,
smbd, tcp, accept, 445, 201.65.241.162, 59913, 2022-05-07T17:29:01.001025,
smbd, tcp, accept, 445, 201.65.241.162, 59921, 2022-05-07T17:29:01.745962,
smbd, tcp, accept, 445, 201.65.241.162, 59930, 2022-05-07T17:29:02.426572,
smbd, tcp, accept, 445, 201.65.241.162, 59935, 2022-05-07T17:29:03.105969,
smbd, tcp, accept, 445, 201.65.241.162, 59942, 2022-05-07T17:29:03.779565,
smbd, tcp, accept, 445, 201.65.241.162, 59948, 2022-05-07T17:29:04.476269,
smbd, tcp, accept, 445, 201.65.241.162, 59954, 2022-05-07T17:29:05.179260,
smbd, tcp, accept, 445, 201.65.241.162, 59963, 2022-05-07T17:29:05.896746,
smbd, tcp, accept, 445, 201.65.241.162, 59971, 2022-05-07T17:29:06.597838,
smbd, tcp, accept, 445, 201.65.241.162, 59976, 2022-05-07T17:29:07.300442,
smbd, tcp, accept, 445, 201.65.241.162, 59982, 2022-05-07T17:29:08.000686,
smbd, tcp, accept, 445, 201.65.241.162, 59991, 2022-05-07T17:29:08.702902,
smbd, tcp, accept, 445, 201.65.241.162, 59996, 2022-05-07T17:29:09.406263,
smbd, tcp, accept, 445, 201.65.241.162, 60003, 2022-05-07T17:29:10.108689,
smbd, tcp, accept, 445, 201.65.241.162, 60010, 2022-05-07T17:29:10.796227,
smbd, tcp, accept, 445, 201.65.241.162, 60019, 2022-05-07T17:29:11.515183,
smbd, tcp, accept, 445, 201.65.241.162, 60024, 2022-05-07T17:29:12.188415,
smbd, tcp, accept, 445, 201.65.241.162, 60032, 2022-05-07T17:29:12.861808,
smbd, tcp, accept, 445, 201.65.241.162, 60038, 2022-05-07T17:29:13.555174,
smbd, tcp, accept, 445, 201.65.241.162, 60043, 2022-05-07T17:29:14.250347,
smbd, tcp, accept, 445, 201.65.241.162, 60052, 2022-05-07T17:29:14.957173,
smbd, tcp, accept, 445, 201.65.241.162, 60060, 2022-05-07T17:29:15.654516,
smbd, tcp, accept, 445, 201.65.241.162, 60065, 2022-05-07T17:29:16.356771,
smbd, tcp, accept, 445, 201.65.241.162, 60070, 2022-05-07T17:29:17.030559,
smbd, tcp, accept, 445, 201.65.241.162, 60079, 2022-05-07T17:29:17.715143,
smbd, tcp, accept, 445, 201.65.241.162, 60085, 2022-05-07T17:29:18.416515,
smbd, tcp, accept, 445, 201.65.241.162, 60089, 2022-05-07T17:29:19.121669,
smbd, tcp, accept, 445, 201.65.241.162, 60097, 2022-05-07T17:29:19.832069,
smbd, tcp, accept, 445, 201.65.241.162, 60106, 2022-05-07T17:29:20.523433,
smbd, tcp, accept, 445, 201.65.241.162, 60111, 2022-05-07T17:29:21.224974,
smbd, tcp, accept, 445, 201.65.241.162, 60117, 2022-05-07T17:29:21.926722,
smbd, tcp, accept, 445, 201.65.241.162, 60125, 2022-05-07T17:29:22.614482,
smbd, tcp, accept, 445, 201.65.241.162, 60131, 2022-05-07T17:29:23.323366,
smbd, tcp, accept, 445, 201.65.241.162, 60140, 2022-05-07T17:29:23.997193,
smbd, tcp, accept, 445, 201.65.241.162, 60148, 2022-05-07T17:29:24.692876,
smbd, tcp, accept, 445, 201.65.241.162, 60153, 2022-05-07T17:29:25.365440,
smbd, tcp, accept, 445, 201.65.241.162, 60157, 2022-05-07T17:29:26.045951,
smbd, tcp, accept, 445, 201.65.241.162, 60168, 2022-05-07T17:29:26.718702,
smbd, tcp, accept, 445, 201.65.241.162, 60173, 2022-05-07T17:29:27.407091,
smbd, tcp, accept, 445, 201.65.241.162, 60179, 2022-05-07T17:29:28.138770,
smbd, tcp, accept, 445, 201.65.241.162, 60186, 2022-05-07T17:29:28.824093,
smbd, tcp, accept, 445, 201.65.241.162, 60193, 2022-05-07T17:29:29.528653,
smbd, tcp, accept, 445, 201.65.241.162, 60200, 2022-05-07T17:29:30.230714,
smbd, tcp, accept, 445, 201.65.241.162, 60207, 2022-05-07T17:29:30.922886,
smbd, tcp, accept, 445, 201.65.241.162, 60212, 2022-05-07T17:29:31.626093,
smbd, tcp, accept, 445, 201.65.241.162, 60218, 2022-05-07T17:29:32.297942,
smbd, tcp, accept, 445, 201.65.241.162, 60228, 2022-05-07T17:29:32.975918,
smbd, tcp, accept, 445, 201.65.241.162, 60233, 2022-05-07T17:29:33.674564,
smbd, tcp, accept, 445, 201.65.241.162, 60244, 2022-05-07T17:29:34.465372,
smbd, tcp, accept, 445, 201.65.241.162, 60250, 2022-05-07T17:29:35.158751,
smbd, tcp, accept, 445, 201.65.241.162, 60258, 2022-05-07T17:29:35.862864,
smbd, tcp, accept, 445, 201.65.241.162, 60264, 2022-05-07T17:29:36.562514,
smbd, tcp, accept, 445, 201.65.241.162, 60269, 2022-05-07T17:29:37.235085,
smbd, tcp, accept, 445, 201.65.241.162, 60277, 2022-05-07T17:29:37.965903,
smbd, tcp, accept, 445, 201.65.241.162, 60286, 2022-05-07T17:29:38.636800,
smbd, tcp, accept, 445, 201.65.241.162, 60293, 2022-05-07T17:29:39.321290,
smbd, tcp, accept, 445, 201.65.241.162, 60301, 2022-05-07T17:29:40.022315,
smbd, tcp, accept, 445, 201.65.241.162, 60307, 2022-05-07T17:29:40.715098,
smbd, tcp, accept, 445, 201.65.241.162, 60313, 2022-05-07T17:29:41.389365,
smbd, tcp, accept, 445, 201.65.241.162, 60320, 2022-05-07T17:29:42.070051,
smbd, tcp, accept, 445, 201.65.241.162, 60327, 2022-05-07T17:29:42.753608,
smbd, tcp, accept, 445, 201.65.241.162, 60334, 2022-05-07T17:29:43.433534,
smbd, tcp, accept, 445, 201.65.241.162, 60339, 2022-05-07T17:29:44.105910,
smbd, tcp, accept, 445, 201.65.241.162, 60348, 2022-05-07T17:29:44.798329,
smbd, tcp, accept, 445, 201.65.241.162, 60353, 2022-05-07T17:29:45.492674,
smbd, tcp, accept, 445, 201.65.241.162, 60360, 2022-05-07T17:29:46.167612,
smbd, tcp, accept, 445, 201.65.241.162, 60366, 2022-05-07T17:29:46.846510,
smbd, tcp, accept, 445, 201.65.241.162, 60371, 2022-05-07T17:29:47.521807,
smbd, tcp, accept, 445, 201.65.241.162, 60381, 2022-05-07T17:29:48.196295,
smbd, tcp, accept, 445, 201.65.241.162, 60387, 2022-05-07T17:29:48.871482,
smbd, tcp, accept, 445, 201.65.241.162, 60394, 2022-05-07T17:29:49.561608,
smbd, tcp, accept, 445, 201.65.241.162, 60400, 2022-05-07T17:29:50.284020,
smbd, tcp, accept, 445, 201.65.241.162, 60408, 2022-05-07T17:29:50.979870,
smbd, tcp, accept, 445, 201.65.241.162, 60414, 2022-05-07T17:29:51.660105,
smbd, tcp, accept, 445, 201.65.241.162, 60421, 2022-05-07T17:29:52.353502,
smbd, tcp, accept, 445, 201.65.241.162, 60428, 2022-05-07T17:29:53.062171,
smbd, tcp, accept, 445, 201.65.241.162, 60435, 2022-05-07T17:29:53.758711,
smbd, tcp, accept, 445, 201.65.241.162, 60441, 2022-05-07T17:29:54.459132,
smbd, tcp, accept, 445, 201.65.241.162, 60450, 2022-05-07T17:29:55.162090,
smbd, tcp, accept, 445, 201.65.241.162, 60455, 2022-05-07T17:29:55.873173,
smbd, tcp, accept, 445, 201.65.241.162, 60461, 2022-05-07T17:29:56.572401,
smbd, tcp, accept, 445, 201.65.241.162, 60470, 2022-05-07T17:29:57.266586,
smbd, tcp, accept, 445, 201.65.241.162, 60484, 2022-05-07T17:29:58.884878,
smbd, tcp, accept, 445, 201.65.241.162, 60488, 2022-05-07T17:29:59.610960,
smbd, tcp, accept, 445, 201.65.241.162, 60496, 2022-05-07T17:30:00.330706,
smbd, tcp, accept, 445, 201.65.241.162, 60502, 2022-05-07T17:30:01.048347,
smbd, tcp, accept, 445, 201.65.241.162, 60510, 2022-05-07T17:30:01.731625,
smbd, tcp, accept, 445, 201.65.241.162, 60515, 2022-05-07T17:30:02.407272,
smbd, tcp, accept, 445, 201.65.241.162, 60524, 2022-05-07T17:30:03.080354,
smbd, tcp, accept, 445, 201.65.241.162, 60530, 2022-05-07T17:30:03.758286,
smbd, tcp, accept, 445, 201.65.241.162, 60533, 2022-05-07T17:30:04.460252,
smbd, tcp, accept, 445, 201.65.241.162, 60544, 2022-05-07T17:30:05.163253,
smbd, tcp, accept, 445, 201.65.241.162, 60552, 2022-05-07T17:30:05.862013,
smbd, tcp, accept, 445, 201.65.241.162, 60556, 2022-05-07T17:30:06.560992,
smbd, tcp, accept, 445, 201.65.241.162, 60562, 2022-05-07T17:30:07.239767,
smbd, tcp, accept, 445, 201.65.241.162, 60570, 2022-05-07T17:30:07.912961,
smbd, tcp, accept, 445, 201.65.241.162, 60576, 2022-05-07T17:30:08.612466,
smbd, tcp, accept, 445, 201.65.241.162, 60583, 2022-05-07T17:30:09.313770,
