protocol, transport, type, dst_port, src_ip, src_port, timestamp
smbd, tcp, accept, 445, 62.74.213.178, 1866, 2022-05-07T21:38:29.554655,
smbd, tcp, accept, 445, 62.74.213.178, 1642, 2022-05-07T21:38:22.704996,
smbd, tcp, accept, 445, 62.74.213.178, 2379, 2022-05-07T21:38:43.924948,
smbd, tcp, accept, 445, 62.74.213.178, 2422, 2022-05-07T21:38:45.141117,
smbd, tcp, accept, 445, 62.74.213.178, 2496, 2022-05-07T21:38:47.496591,
smbd, tcp, accept, 445, 62.74.213.178, 2543, 2022-05-07T21:38:48.709631,
smbd, tcp, accept, 445, 62.74.213.178, 2663, 2022-05-07T21:38:51.282891,
smbd, tcp, accept, 445, 62.74.213.178, 2706, 2022-05-07T21:38:52.357560,
smbd, tcp, accept, 445, 62.74.213.178, 2740, 2022-05-07T21:38:53.588799,
smbd, tcp, accept, 445, 62.74.213.178, 2818, 2022-05-07T21:38:56.136689,
smbd, tcp, accept, 445, 62.74.213.178, 2902, 2022-05-07T21:38:58.723203,
smbd, tcp, accept, 445, 62.74.213.178, 2982, 2022-05-07T21:39:01.211693,
smbd, tcp, accept, 445, 62.74.213.178, 3023, 2022-05-07T21:39:02.371746,
smbd, tcp, accept, 445, 62.74.213.178, 3100, 2022-05-07T21:39:04.825588,
smbd, tcp, accept, 445, 62.74.213.178, 3142, 2022-05-07T21:39:06.252783,
smbd, tcp, accept, 445, 62.74.213.178, 3226, 2022-05-07T21:39:08.765403,
smbd, tcp, accept, 445, 62.74.213.178, 3274, 2022-05-07T21:39:10.213165,
smbd, tcp, accept, 445, 62.74.213.178, 3355, 2022-05-07T21:39:12.801768,
smbd, tcp, accept, 445, 62.74.213.178, 3395, 2022-05-07T21:39:14.076901,
smbd, tcp, accept, 445, 62.74.213.178, 3462, 2022-05-07T21:39:16.350507,
smbd, tcp, accept, 445, 62.74.213.178, 3503, 2022-05-07T21:39:17.616612,
smbd, tcp, accept, 445, 62.74.213.178, 3613, 2022-05-07T21:39:19.869864,
smbd, tcp, accept, 445, 62.74.213.178, 3653, 2022-05-07T21:39:20.931305,
smbd, tcp, accept, 445, 62.74.213.178, 2465, 2022-05-07T21:38:46.313583,
smbd, tcp, accept, 445, 62.74.213.178, 2598, 2022-05-07T21:38:50.005498,
smbd, tcp, accept, 445, 62.74.213.178, 2783, 2022-05-07T21:38:54.815003,
smbd, tcp, accept, 445, 62.74.213.178, 2862, 2022-05-07T21:38:57.443730,
smbd, tcp, accept, 445, 62.74.213.178, 2943, 2022-05-07T21:39:00.007051,
smbd, tcp, accept, 445, 62.74.213.178, 3056, 2022-05-07T21:39:03.483493,
smbd, tcp, accept, 445, 62.74.213.178, 3311, 2022-05-07T21:39:11.481569,
smbd, tcp, accept, 445, 62.74.213.178, 3430, 2022-05-07T21:39:15.102026,
smbd, tcp, accept, 445, 62.74.213.178, 3573, 2022-05-07T21:39:18.710651,
smbd, tcp, accept, 445, 62.74.213.178, 3684, 2022-05-07T21:39:22.215330,
smbd, tcp, accept, 445, 62.74.213.178, 3540, 2022-05-07T21:37:24.254896,
smbd, tcp, accept, 445, 62.74.213.178, 3188, 2022-05-07T21:39:07.502491,
smbd, tcp, accept, 445, 62.74.213.178, 3769, 2022-05-07T21:39:24.679012,
smbd, tcp, accept, 445, 62.74.213.178, 3811, 2022-05-07T21:39:25.869046,
smbd, tcp, accept, 445, 62.74.213.178, 3895, 2022-05-07T21:39:28.386361,
smbd, tcp, accept, 445, 62.74.213.178, 3940, 2022-05-07T21:39:29.517028,
smbd, tcp, accept, 445, 62.74.213.178, 4024, 2022-05-07T21:39:32.095977,
smbd, tcp, accept, 445, 62.74.213.178, 4062, 2022-05-07T21:39:33.396224,
smbd, tcp, accept, 445, 62.74.213.178, 4143, 2022-05-07T21:39:36.096420,
smbd, tcp, accept, 445, 62.74.213.178, 4185, 2022-05-07T21:39:37.448114,
smbd, tcp, accept, 445, 62.74.213.178, 4225, 2022-05-07T21:39:38.819249,
smbd, tcp, accept, 445, 62.74.213.178, 4299, 2022-05-07T21:39:41.089067,
smbd, tcp, accept, 445, 62.74.213.178, 4342, 2022-05-07T21:39:42.229062,
smbd, tcp, accept, 445, 62.74.213.178, 4426, 2022-05-07T21:39:44.727683,
smbd, tcp, accept, 445, 62.74.213.178, 4539, 2022-05-07T21:39:47.243462,
smbd, tcp, accept, 445, 62.74.213.178, 4593, 2022-05-07T21:39:48.475500,
smbd, tcp, accept, 445, 62.74.213.178, 4686, 2022-05-07T21:39:50.948703,
smbd, tcp, accept, 445, 62.74.213.178, 4759, 2022-05-07T21:39:53.334386,
smbd, tcp, accept, 445, 62.74.213.178, 4847, 2022-05-07T21:39:54.589346,
smbd, tcp, accept, 445, 62.74.213.178, 4989, 2022-05-07T21:39:57.150516,
smbd, tcp, accept, 445, 62.74.213.178, 1055, 2022-05-07T21:39:58.459451,
smbd, tcp, accept, 445, 62.74.213.178, 4817, 2022-05-07T21:38:00.709763,
smbd, tcp, accept, 445, 62.74.213.178, 1147, 2022-05-07T21:40:00.878970,
smbd, tcp, accept, 445, 62.74.213.178, 3859, 2022-05-07T21:39:27.123467,
smbd, tcp, accept, 445, 62.74.213.178, 3979, 2022-05-07T21:39:30.839250,
smbd, tcp, accept, 445, 62.74.213.178, 4101, 2022-05-07T21:39:34.831086,
smbd, tcp, accept, 445, 62.74.213.178, 4262, 2022-05-07T21:39:39.897270,
smbd, tcp, accept, 445, 62.74.213.178, 4382, 2022-05-07T21:39:43.454202,
smbd, tcp, accept, 445, 62.74.213.178, 4649, 2022-05-07T21:39:49.687634,
smbd, tcp, accept, 445, 62.74.213.178, 4720, 2022-05-07T21:39:52.092378,
smbd, tcp, accept, 445, 62.74.213.178, 1211, 2022-05-07T21:40:02.142042,
smbd, tcp, accept, 445, 62.74.213.178, 1287, 2022-05-07T21:40:04.563648,
smbd, tcp, accept, 445, 62.74.213.178, 1249, 2022-05-07T21:40:03.381919,
smbd, tcp, accept, 445, 62.74.213.178, 4470, 2022-05-07T21:39:45.981151,
smbd, tcp, accept, 445, 62.74.213.178, 1088, 2022-05-07T21:39:59.626217,
smbd, tcp, accept, 445, 62.74.213.178, 4915, 2022-05-07T21:39:55.903387,
smbd, tcp, accept, 445, 62.74.213.178, 1376, 2022-05-07T21:40:07.178149,
smbd, tcp, accept, 445, 62.74.213.178, 1419, 2022-05-07T21:40:08.339724,
smbd, tcp, accept, 445, 62.74.213.178, 1502, 2022-05-07T21:40:10.891409,
smbd, tcp, accept, 445, 62.74.213.178, 1545, 2022-05-07T21:40:12.079383,
smbd, tcp, accept, 445, 62.74.213.178, 1621, 2022-05-07T21:40:14.686538,
smbd, tcp, accept, 445, 62.74.213.178, 1661, 2022-05-07T21:40:15.997527,
smbd, tcp, accept, 445, 62.74.213.178, 1747, 2022-05-07T21:40:18.718460,
smbd, tcp, accept, 445, 62.74.213.178, 1818, 2022-05-07T21:40:21.226089,
smbd, tcp, accept, 445, 62.74.213.178, 1861, 2022-05-07T21:40:22.471554,
smbd, tcp, accept, 445, 62.74.213.178, 1943, 2022-05-07T21:40:25.067899,
smbd, tcp, accept, 445, 62.74.213.178, 2037, 2022-05-07T21:40:27.382025,
smbd, tcp, accept, 445, 62.74.213.178, 2099, 2022-05-07T21:40:28.714012,
smbd, tcp, accept, 445, 62.74.213.178, 2178, 2022-05-07T21:40:31.123784,
smbd, tcp, accept, 445, 62.74.213.178, 2267, 2022-05-07T21:40:33.611576,
smbd, tcp, accept, 445, 62.74.213.178, 2386, 2022-05-07T21:40:36.120458,
smbd, tcp, accept, 445, 62.74.213.178, 2432, 2022-05-07T21:40:37.403187,
smbd, tcp, accept, 445, 62.74.213.178, 2507, 2022-05-07T21:40:39.796284,
smbd, tcp, accept, 445, 62.74.213.178, 2330, 2022-05-07T21:38:42.584995,
smbd, tcp, accept, 445, 62.74.213.178, 1458, 2022-05-07T21:40:09.622539,
smbd, tcp, accept, 445, 62.74.213.178, 1581, 2022-05-07T21:40:13.420435,
smbd, tcp, accept, 445, 62.74.213.178, 1709, 2022-05-07T21:40:17.483554,
smbd, tcp, accept, 445, 62.74.213.178, 1778, 2022-05-07T21:40:19.931987,
smbd, tcp, accept, 445, 62.74.213.178, 2144, 2022-05-07T21:40:29.931949,
smbd, tcp, accept, 445, 62.74.213.178, 2226, 2022-05-07T21:40:32.346951,
smbd, tcp, accept, 445, 62.74.213.178, 2334, 2022-05-07T21:40:34.858396,
smbd, tcp, accept, 445, 62.74.213.178, 2467, 2022-05-07T21:40:38.650801,
smbd, tcp, accept, 445, 62.74.213.178, 2544, 2022-05-07T21:40:41.123462,
smbd, tcp, accept, 445, 62.74.213.178, 2660, 2022-05-07T21:40:43.602735,
smbd, tcp, accept, 445, 62.74.213.178, 1898, 2022-05-07T21:40:23.780243,
smbd, tcp, accept, 445, 62.74.213.178, 1978, 2022-05-07T21:40:26.340529,
smbd, tcp, accept, 445, 62.74.213.178, 2579, 2022-05-07T21:40:42.339883,
smbd, tcp, accept, 445, 62.74.213.178, 2748, 2022-05-07T21:40:46.243150,
smbd, tcp, accept, 445, 62.74.213.178, 2793, 2022-05-07T21:40:47.423093,
smbd, tcp, accept, 445, 62.74.213.178, 2876, 2022-05-07T21:40:49.753725,
smbd, tcp, accept, 445, 62.74.213.178, 2920, 2022-05-07T21:40:50.901777,
smbd, tcp, accept, 445, 62.74.213.178, 2999, 2022-05-07T21:40:53.339113,
smbd, tcp, accept, 445, 62.74.213.178, 3037, 2022-05-07T21:40:54.664924,
smbd, tcp, accept, 445, 62.74.213.178, 3077, 2022-05-07T21:40:55.833461,
smbd, tcp, accept, 445, 62.74.213.178, 3153, 2022-05-07T21:40:58.384761,
smbd, tcp, accept, 445, 62.74.213.178, 3199, 2022-05-07T21:40:59.641452,
smbd, tcp, accept, 445, 62.74.213.178, 3267, 2022-05-07T21:41:01.976303,
smbd, tcp, accept, 445, 62.74.213.178, 3308, 2022-05-07T21:41:03.289026,
smbd, tcp, accept, 445, 62.74.213.178, 3387, 2022-05-07T21:41:05.662409,
smbd, tcp, accept, 445, 62.74.213.178, 3426, 2022-05-07T21:41:06.886070,
smbd, tcp, accept, 445, 62.74.213.178, 3504, 2022-05-07T21:41:09.269944,
smbd, tcp, accept, 445, 62.74.213.178, 3583, 2022-05-07T21:41:10.547000,
smbd, tcp, accept, 445, 62.74.213.178, 3669, 2022-05-07T21:41:13.133063,
smbd, tcp, accept, 445, 62.74.213.178, 3736, 2022-05-07T21:41:14.260577,
smbd, tcp, accept, 445, 62.74.213.178, 3915, 2022-05-07T21:41:18.086794,
smbd, tcp, accept, 445, 62.74.213.178, 3873, 2022-05-07T21:41:16.705926,
smbd, tcp, accept, 445, 62.74.213.178, 4038, 2022-05-07T21:41:20.616257,
smbd, tcp, accept, 445, 62.74.213.178, 3732, 2022-05-07T21:39:23.386071,
smbd, tcp, accept, 445, 62.74.213.178, 4148, 2022-05-07T21:41:23.198486,
smbd, tcp, accept, 445, 62.74.213.178, 4190, 2022-05-07T21:41:24.491475,
smbd, tcp, accept, 445, 62.74.213.178, 2831, 2022-05-07T21:40:48.517857,
smbd, tcp, accept, 445, 62.74.213.178, 3233, 2022-05-07T21:41:00.824161,
smbd, tcp, accept, 445, 62.74.213.178, 3469, 2022-05-07T21:41:07.998146,
smbd, tcp, accept, 445, 62.74.213.178, 3788, 2022-05-07T21:41:15.454152,
smbd, tcp, accept, 445, 62.74.213.178, 4086, 2022-05-07T21:41:21.946493,
smbd, tcp, accept, 445, 62.74.213.178, 4264, 2022-05-07T21:41:25.828820,
smbd, tcp, accept, 445, 62.74.213.178, 4319, 2022-05-07T21:41:27.073522,
smbd, tcp, accept, 445, 62.74.213.178, 4440, 2022-05-07T21:41:29.509054,
smbd, tcp, accept, 445, 62.74.213.178, 3116, 2022-05-07T21:40:57.061381,
smbd, tcp, accept, 445, 62.74.213.178, 3346, 2022-05-07T21:41:04.522659,
smbd, tcp, accept, 445, 62.74.213.178, 3970, 2022-05-07T21:41:19.346712,
smbd, tcp, accept, 445, 62.74.213.178, 2954, 2022-05-07T21:40:52.143366,
smbd, tcp, accept, 445, 62.74.213.178, 3630, 2022-05-07T21:41:11.834889,
smbd, tcp, accept, 445, 62.74.213.178, 4404, 2022-05-07T21:41:28.279474,
smbd, tcp, accept, 445, 62.74.213.178, 4622, 2022-05-07T21:41:31.764672,
smbd, tcp, accept, 445, 62.74.213.178, 4770, 2022-05-07T21:41:34.264172,
smbd, tcp, accept, 445, 62.74.213.178, 4853, 2022-05-07T21:41:35.476686,
smbd, tcp, accept, 445, 62.74.213.178, 4959, 2022-05-07T21:41:37.837174,
smbd, tcp, accept, 445, 62.74.213.178, 1050, 2022-05-07T21:41:39.177989,
smbd, tcp, accept, 445, 62.74.213.178, 1155, 2022-05-07T21:41:41.762156,
smbd, tcp, accept, 445, 62.74.213.178, 1201, 2022-05-07T21:41:42.949092,
smbd, tcp, accept, 445, 62.74.213.178, 1237, 2022-05-07T21:41:44.308879,
smbd, tcp, accept, 445, 62.74.213.178, 1352, 2022-05-07T21:41:46.818205,
smbd, tcp, accept, 445, 62.74.213.178, 1394, 2022-05-07T21:41:48.024236,
smbd, tcp, accept, 445, 62.74.213.178, 1485, 2022-05-07T21:41:50.615297,
smbd, tcp, accept, 445, 62.74.213.178, 1520, 2022-05-07T21:41:51.841901,
smbd, tcp, accept, 445, 62.74.213.178, 1599, 2022-05-07T21:41:54.146009,
smbd, tcp, accept, 445, 62.74.213.178, 1639, 2022-05-07T21:41:55.314008,
smbd, tcp, accept, 445, 62.74.213.178, 1718, 2022-05-07T21:41:57.994282,
smbd, tcp, accept, 445, 62.74.213.178, 1758, 2022-05-07T21:41:59.164531,
smbd, tcp, accept, 445, 62.74.213.178, 1790, 2022-05-07T21:42:00.446934,
smbd, tcp, accept, 445, 62.74.213.178, 1872, 2022-05-07T21:42:02.935283,
smbd, tcp, accept, 445, 62.74.213.178, 1901, 2022-05-07T21:42:04.150576,
smbd, tcp, accept, 445, 62.74.213.178, 1333, 2022-05-07T21:40:05.852261,
smbd, tcp, accept, 445, 62.74.213.178, 1976, 2022-05-07T21:42:06.589309,
smbd, tcp, accept, 445, 62.74.213.178, 2012, 2022-05-07T21:42:07.790355,
smbd, tcp, accept, 445, 62.74.213.178, 2126, 2022-05-07T21:42:10.211612,
smbd, tcp, accept, 445, 62.74.213.178, 2167, 2022-05-07T21:42:11.463884,
smbd, tcp, accept, 445, 62.74.213.178, 2207, 2022-05-07T21:42:12.666880,
smbd, tcp, accept, 445, 62.74.213.178, 4687, 2022-05-07T21:41:32.999819,
smbd, tcp, accept, 445, 62.74.213.178, 4907, 2022-05-07T21:41:36.515482,
smbd, tcp, accept, 445, 62.74.213.178, 1091, 2022-05-07T21:41:40.481307,
smbd, tcp, accept, 445, 62.74.213.178, 1276, 2022-05-07T21:41:45.588810,
smbd, tcp, accept, 445, 62.74.213.178, 1440, 2022-05-07T21:41:49.216461,
smbd, tcp, accept, 445, 62.74.213.178, 1558, 2022-05-07T21:41:52.945390,
smbd, tcp, accept, 445, 62.74.213.178, 1677, 2022-05-07T21:41:56.565429,
smbd, tcp, accept, 445, 62.74.213.178, 1832, 2022-05-07T21:42:01.660710,
smbd, tcp, accept, 445, 62.74.213.178, 1941, 2022-05-07T21:42:05.298914,
smbd, tcp, accept, 445, 62.74.213.178, 2085, 2022-05-07T21:42:08.922403,
smbd, tcp, accept, 445, 62.74.213.178, 2367, 2022-05-07T21:42:16.327933,
smbd, tcp, accept, 445, 62.74.213.178, 2292, 2022-05-07T21:42:15.055080,
smbd, tcp, accept, 445, 62.74.213.178, 2248, 2022-05-07T21:42:13.944217,
smbd, tcp, accept, 445, 62.74.213.178, 2709, 2022-05-07T21:40:44.905876,
smbd, tcp, accept, 445, 62.74.213.178, 4562, 2022-05-07T21:41:30.588958,
smbd, tcp, accept, 445, 62.74.213.178, 2403, 2022-05-07T21:42:17.496962,
smbd, tcp, accept, 445, 62.74.213.178, 2444, 2022-05-07T21:42:18.710482,
smbd, tcp, accept, 445, 62.74.213.178, 2482, 2022-05-07T21:42:19.977115,
smbd, tcp, accept, 445, 62.74.213.178, 2559, 2022-05-07T21:42:22.446276,
smbd, tcp, accept, 445, 62.74.213.178, 2692, 2022-05-07T21:42:24.938338,
smbd, tcp, accept, 445, 62.74.213.178, 2790, 2022-05-07T21:42:27.544060,
smbd, tcp, accept, 445, 62.74.213.178, 2827, 2022-05-07T21:42:28.932214,
smbd, tcp, accept, 445, 62.74.213.178, 2922, 2022-05-07T21:42:31.444763,
smbd, tcp, accept, 445, 62.74.213.178, 2957, 2022-05-07T21:42:32.761243,
smbd, tcp, accept, 445, 62.74.213.178, 3032, 2022-05-07T21:42:35.031715,
smbd, tcp, accept, 445, 62.74.213.178, 3072, 2022-05-07T21:42:36.316554,
smbd, tcp, accept, 445, 62.74.213.178, 3155, 2022-05-07T21:42:38.964133,
smbd, tcp, accept, 445, 62.74.213.178, 3234, 2022-05-07T21:42:41.335864,
smbd, tcp, accept, 445, 62.74.213.178, 3269, 2022-05-07T21:42:42.778980,
smbd, tcp, accept, 445, 62.74.213.178, 3338, 2022-05-07T21:42:45.140563,
smbd, tcp, accept, 445, 62.74.213.178, 3376, 2022-05-07T21:42:46.234242,
smbd, tcp, accept, 445, 62.74.213.178, 3450, 2022-05-07T21:42:49.038280,
smbd, tcp, accept, 445, 62.74.213.178, 3495, 2022-05-07T21:42:50.219994,
smbd, tcp, accept, 445, 62.74.213.178, 3600, 2022-05-07T21:42:52.659979,
smbd, tcp, accept, 445, 62.74.213.178, 3642, 2022-05-07T21:42:53.953778,
smbd, tcp, accept, 445, 62.74.213.178, 3682, 2022-05-07T21:42:55.356160,
smbd, tcp, accept, 445, 62.74.213.178, 3800, 2022-05-07T21:42:57.850618,
smbd, tcp, accept, 445, 62.74.213.178, 3839, 2022-05-07T21:42:58.945461,
smbd, tcp, accept, 445, 62.74.213.178, 2619, 2022-05-07T21:42:23.655274,
smbd, tcp, accept, 445, 62.74.213.178, 2744, 2022-05-07T21:42:26.362187,
smbd, tcp, accept, 445, 62.74.213.178, 2877, 2022-05-07T21:42:30.191277,
smbd, tcp, accept, 445, 62.74.213.178, 2996, 2022-05-07T21:42:33.777072,
smbd, tcp, accept, 445, 62.74.213.178, 3118, 2022-05-07T21:42:37.601338,
smbd, tcp, accept, 445, 62.74.213.178, 3196, 2022-05-07T21:42:40.261786,
smbd, tcp, accept, 445, 62.74.213.178, 3309, 2022-05-07T21:42:43.871428,
smbd, tcp, accept, 445, 62.74.213.178, 3410, 2022-05-07T21:42:47.623558,
smbd, tcp, accept, 445, 62.74.213.178, 3875, 2022-05-07T21:43:00.233501,
smbd, tcp, accept, 445, 62.74.213.178, 3914, 2022-05-07T21:43:01.549999,
smbd, tcp, accept, 445, 62.74.213.178, 3954, 2022-05-07T21:43:02.640968,
smbd, tcp, accept, 445, 62.74.213.178, 3538, 2022-05-07T21:42:51.450169,
smbd, tcp, accept, 445, 62.74.213.178, 3769, 2022-05-07T21:42:56.570874,
smbd, tcp, accept, 445, 62.74.213.178, 4029, 2022-05-07T21:43:05.188705,
smbd, tcp, accept, 445, 62.74.213.178, 4067, 2022-05-07T21:43:06.418420,
smbd, tcp, accept, 445, 62.74.213.178, 4096, 2022-05-07T21:43:07.730142,
smbd, tcp, accept, 445, 62.74.213.178, 4164, 2022-05-07T21:43:10.119855,
smbd, tcp, accept, 445, 62.74.213.178, 4206, 2022-05-07T21:43:11.367309,
smbd, tcp, accept, 445, 62.74.213.178, 4276, 2022-05-07T21:43:13.778931,
smbd, tcp, accept, 445, 62.74.213.178, 4325, 2022-05-07T21:43:15.048954,
smbd, tcp, accept, 445, 62.74.213.178, 4405, 2022-05-07T21:43:17.686461,
smbd, tcp, accept, 445, 62.74.213.178, 4474, 2022-05-07T21:43:18.826823,
smbd, tcp, accept, 445, 62.74.213.178, 4595, 2022-05-07T21:43:21.336906,
smbd, tcp, accept, 445, 62.74.213.178, 4694, 2022-05-07T21:43:23.916196,
smbd, tcp, accept, 445, 62.74.213.178, 4803, 2022-05-07T21:43:26.379754,
smbd, tcp, accept, 445, 62.74.213.178, 4861, 2022-05-07T21:43:27.594525,
smbd, tcp, accept, 445, 62.74.213.178, 4987, 2022-05-07T21:43:29.975825,
smbd, tcp, accept, 445, 62.74.213.178, 1056, 2022-05-07T21:43:31.238434,
smbd, tcp, accept, 445, 62.74.213.178, 1135, 2022-05-07T21:43:33.990528,
smbd, tcp, accept, 445, 62.74.213.178, 1168, 2022-05-07T21:43:35.131734,
smbd, tcp, accept, 445, 62.74.213.178, 1251, 2022-05-07T21:43:38.006561,
smbd, tcp, accept, 445, 62.74.213.178, 1292, 2022-05-07T21:43:39.345472,
smbd, tcp, accept, 445, 62.74.213.178, 1358, 2022-05-07T21:43:41.990267,
smbd, tcp, accept, 445, 62.74.213.178, 1404, 2022-05-07T21:43:43.388290,
smbd, tcp, accept, 445, 62.74.213.178, 4132, 2022-05-07T21:43:08.935513,
smbd, tcp, accept, 445, 62.74.213.178, 4246, 2022-05-07T21:43:12.579635,
smbd, tcp, accept, 445, 62.74.213.178, 4361, 2022-05-07T21:43:16.339425,
smbd, tcp, accept, 445, 62.74.213.178, 4642, 2022-05-07T21:43:22.522523,
smbd, tcp, accept, 445, 62.74.213.178, 4750, 2022-05-07T21:43:25.111586,
smbd, tcp, accept, 445, 62.74.213.178, 4923, 2022-05-07T21:43:28.691219,
smbd, tcp, accept, 445, 62.74.213.178, 1097, 2022-05-07T21:43:32.554155,
smbd, tcp, accept, 445, 62.74.213.178, 1205, 2022-05-07T21:43:36.519799,
smbd, tcp, accept, 445, 62.74.213.178, 1326, 2022-05-07T21:43:40.675254,
smbd, tcp, accept, 445, 62.74.213.178, 1436, 2022-05-07T21:43:44.733414,
smbd, tcp, accept, 445, 62.74.213.178, 1480, 2022-05-07T21:43:46.057474,
smbd, tcp, accept, 445, 62.74.213.178, 1518, 2022-05-07T21:43:47.412206,
smbd, tcp, accept, 445, 62.74.213.178, 1551, 2022-05-07T21:43:48.812631,
smbd, tcp, accept, 445, 62.74.213.178, 4552, 2022-05-07T21:43:20.136696,
smbd, tcp, accept, 445, 62.74.213.178, 1624, 2022-05-07T21:43:51.272542,
smbd, tcp, accept, 445, 62.74.213.178, 1658, 2022-05-07T21:43:52.429526,
smbd, tcp, accept, 445, 62.74.213.178, 1736, 2022-05-07T21:43:55.144285,
smbd, tcp, accept, 445, 62.74.213.178, 1775, 2022-05-07T21:43:56.450606,
smbd, tcp, accept, 445, 62.74.213.178, 1849, 2022-05-07T21:43:59.098587,
smbd, tcp, accept, 445, 62.74.213.178, 1890, 2022-05-07T21:44:00.386608,
smbd, tcp, accept, 445, 62.74.213.178, 1925, 2022-05-07T21:44:01.666272,
smbd, tcp, accept, 445, 62.74.213.178, 2004, 2022-05-07T21:44:04.245743,
smbd, tcp, accept, 445, 62.74.213.178, 2037, 2022-05-07T21:44:05.679842,
smbd, tcp, accept, 445, 62.74.213.178, 2105, 2022-05-07T21:44:08.143102,
smbd, tcp, accept, 445, 62.74.213.178, 2139, 2022-05-07T21:44:09.274776,
smbd, tcp, accept, 445, 62.74.213.178, 2204, 2022-05-07T21:44:11.937216,
smbd, tcp, accept, 445, 62.74.213.178, 2242, 2022-05-07T21:44:13.228841,
smbd, tcp, accept, 445, 62.74.213.178, 2321, 2022-05-07T21:44:16.019882,
smbd, tcp, accept, 445, 62.74.213.178, 2356, 2022-05-07T21:44:17.325813,
smbd, tcp, accept, 445, 62.74.213.178, 2395, 2022-05-07T21:44:18.750636,
smbd, tcp, accept, 445, 62.74.213.178, 2522, 2022-05-07T21:42:21.147585,
smbd, tcp, accept, 445, 62.74.213.178, 2472, 2022-05-07T21:44:21.271096,
smbd, tcp, accept, 445, 62.74.213.178, 2546, 2022-05-07T21:44:22.631056,
smbd, tcp, accept, 445, 62.74.213.178, 2622, 2022-05-07T21:44:25.159109,
smbd, tcp, accept, 445, 62.74.213.178, 2651, 2022-05-07T21:44:26.354412,
smbd, tcp, accept, 445, 62.74.213.178, 2726, 2022-05-07T21:44:29.064225,
smbd, tcp, accept, 445, 62.74.213.178, 2760, 2022-05-07T21:44:30.314597,
smbd, tcp, accept, 445, 62.74.213.178, 2826, 2022-05-07T21:44:32.794290,
smbd, tcp, accept, 445, 62.74.213.178, 2861, 2022-05-07T21:44:34.072321,
smbd, tcp, accept, 445, 62.74.213.178, 1697, 2022-05-07T21:43:53.748501,
smbd, tcp, accept, 445, 62.74.213.178, 1812, 2022-05-07T21:43:57.769870,
smbd, tcp, accept, 445, 62.74.213.178, 2282, 2022-05-07T21:44:14.634656,
smbd, tcp, accept, 445, 62.74.213.178, 2944, 2022-05-07T21:44:36.807581,
smbd, tcp, accept, 445, 62.74.213.178, 2976, 2022-05-07T21:44:37.961371,
smbd, tcp, accept, 445, 62.74.213.178, 2898, 2022-05-07T21:44:35.406745,
smbd, tcp, accept, 445, 62.74.213.178, 2687, 2022-05-07T21:44:27.655616,
smbd, tcp, accept, 445, 62.74.213.178, 2434, 2022-05-07T21:44:19.958959,
smbd, tcp, accept, 445, 62.74.213.178, 2170, 2022-05-07T21:44:10.569965,
smbd, tcp, accept, 445, 62.74.213.178, 2792, 2022-05-07T21:44:31.498554,
smbd, tcp, accept, 445, 62.74.213.178, 1959, 2022-05-07T21:44:02.903761,
smbd, tcp, accept, 445, 62.74.213.178, 2587, 2022-05-07T21:44:23.823097,
smbd, tcp, accept, 445, 62.74.213.178, 2070, 2022-05-07T21:44:06.818452,
smbd, tcp, accept, 445, 62.74.213.178, 3050, 2022-05-07T21:44:40.473768,
smbd, tcp, accept, 445, 62.74.213.178, 3090, 2022-05-07T21:44:41.815946,
smbd, tcp, accept, 445, 62.74.213.178, 3162, 2022-05-07T21:44:44.221205,
smbd, tcp, accept, 445, 62.74.213.178, 3198, 2022-05-07T21:44:45.597523,
smbd, tcp, accept, 445, 62.74.213.178, 3273, 2022-05-07T21:44:48.165441,
smbd, tcp, accept, 445, 62.74.213.178, 3311, 2022-05-07T21:44:49.446960,
smbd, tcp, accept, 445, 62.74.213.178, 3387, 2022-05-07T21:44:51.966966,
smbd, tcp, accept, 445, 62.74.213.178, 3427, 2022-05-07T21:44:53.215184,
smbd, tcp, accept, 445, 62.74.213.178, 3494, 2022-05-07T21:44:55.847895,
smbd, tcp, accept, 445, 62.74.213.178, 3534, 2022-05-07T21:44:57.249037,
smbd, tcp, accept, 445, 62.74.213.178, 3572, 2022-05-07T21:44:58.645025,
smbd, tcp, accept, 445, 62.74.213.178, 3988, 2022-05-07T21:43:03.987650,
smbd, tcp, accept, 445, 62.74.213.178, 3645, 2022-05-07T21:45:01.296812,
smbd, tcp, accept, 445, 62.74.213.178, 3688, 2022-05-07T21:45:02.523192,
smbd, tcp, accept, 445, 62.74.213.178, 3758, 2022-05-07T21:45:05.129439,
smbd, tcp, accept, 445, 62.74.213.178, 3797, 2022-05-07T21:45:06.407185,
smbd, tcp, accept, 445, 62.74.213.178, 3864, 2022-05-07T21:45:08.970016,
smbd, tcp, accept, 445, 62.74.213.178, 3905, 2022-05-07T21:45:10.360507,
smbd, tcp, accept, 445, 62.74.213.178, 3938, 2022-05-07T21:45:11.692591,
smbd, tcp, accept, 445, 62.74.213.178, 4044, 2022-05-07T21:45:14.322793,
smbd, tcp, accept, 445, 62.74.213.178, 4079, 2022-05-07T21:45:15.633572,
smbd, tcp, accept, 445, 62.74.213.178, 4187, 2022-05-07T21:45:18.244303,
smbd, tcp, accept, 445, 62.74.213.178, 4304, 2022-05-07T21:45:20.632391,
smbd, tcp, accept, 445, 62.74.213.178, 4388, 2022-05-07T21:45:21.994512,
